cellID,City,County,Province,single_N_fertilizer,single_P_fertilizer,N_ratio_compound_fertilizer,P_ratio_compound_fertilizer,wet_deposition_rate,dry_deposition_rate,compound_fertilizer,nonbeans_sown_area,rice_sown_area,wheat_sown_area,maize_sown_area,millet_sown_area,sorghum_sown_area,othercereals_sown_area,beans_sown_area,potato_sown_area,peanut_sown_area,rapeseed_sown_area,cotton_sown_area,flax_sown_area,sugarcane_sown_area,sugarbeet_sown_area,tobacoo_sown_area,vegetable_sown_area,fruittree_sown_area,greenfodder_sown_area,managedgrass_sown_area,naturalgrass_sown_area,rice_yield,wheat_yield,maize_yield,millet_yield,sorghum_yield,othercereals_yield,beans_yield,potato_yield,peanut_yield,rapeseed_yield,cotton_yield,flax_yield,sugarcane_yield,sugarbeet_yield,tobacoo_yield,vegetable_yield,fruittree_yield,arableland,greenmanure_sown_area,rice_straw_to_field,wheat_straw_to_field,maize_straw_to_field,beans_straw_to_field,potato_straw_to_field,cotton_straw_to_field,peanut_straw_to_field,rapeseed_straw_to_field,sugarcane_straw_to_field,tobacoo_straw_to_field,rice_straw_burned,wheat_straw_burned,maize_straw_burned,beans_straw_burned,potato_straw_burned,cotton_straw_burned,peanut_straw_burned,rapeseed_straw_burned,sugarcane_straw_burned,tobacoo_straw_burned,rice_straw_to_feed,wheat_straw_to_feed,maize_straw_to_feed,beans_straw_to_feed,potato_straw_to_feed,cotton_straw_to_feed,peanut_straw_to_feed,rapeseed_straw_to_feed,sugarcane_straw_to_feed,tobacoo_straw_to_feed,NH3_ratio_fertilizer,NH3_ratio_animal_manure_field,NH3_ratio_human_manure_field,N2O_ratio_fertilizer
2462,成都市,崇州市,Sichuan,0.576175768,0.292937725,0.333333333,0.333333333,18.2,18.7,0.470412115,59.45422623,21.80121571,9.673110832,1.702324237,0,0.007221654,0.001266929,2.172132306,1.682287334,0.005436199,10.66967178,0.0034,0,0.016141533,0,0,9.967417332,1.847453501,2.082715383,2.211540585,50.57858581,17.45010476,4.116378326,1.122779435,0,0.003725966,0.000435828,0.494123319,1.383148665,0.0014,2.6256,0.000453871,0,0.06353649,0,0,33.42265721,3.596142087,39,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,8.713575562,3.903030272,3.903030272,0.74
2463,滁州,凤阳县,Anhui,2.2636,0.5253,0.333333333,0.333333333,18.2,18.7,2.9596,140.9916,58.33782404,64.29796628,12.05507815,0,0,0,8.666884873,0,2.865393361,0.751081656,0.239287345,0,0,0,0,4.208648877,1.087838933,0.01387471,0.320058721,9.066237604,33.8906,32.4679,6.0129,0,0,0,1.5555,0.8313,1.3883,0.2215,0.053,0,0,0,0,23.3512,2.9911,69,0,67.75,57.21,53.95,61.44,61.44,61.44,61.44,61.63,61.44,61.44,25.02,20.9,16.16,31.79,31.79,31.79,31.79,31.79,31.79,31.79,7.23,21.89,29.89,6.77,6.77,6.77,6.77,6.58,6.77,6.77,15.55039973,5.972872647,5.972872647,0.91
2464,百色市,右江区,Guangxi,0.368240434,0.157595208,0.333333333,0.333333333,18.2,18.7,0.461472044,69.44035188,6.654560726,0,6.931810486,0,0,0,1.068571509,0.167163786,0.189922594,0,0.018452803,0,10.93204139,0,0,14.39276644,29.71712475,0.626431495,0,0,3.63527703,0,3.154905054,0,0,0,0.192280784,0.247527951,0.070549477,0,0.00069287,0,57.2476384,0,0,38.65382641,26.4837925,44.58998633,0.325,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,8.716586356,5.173283308,5.173283308,0.82
2465,潮州市,饶平县,Guangdong,1.691545935,0.254392848,0.333333333,0.333333333,18.2,18.7,1.312794287,38.24559401,18.68278575,0,0.63108937,0,0,0,0.360581846,0.836040589,1.442562575,0.128168683,0,0,0.031629119,0,0,7.531496896,10.00182017,0.402563434,0,0,12.69447223,0,0.352289804,0,0,0,0,1.401119742,0,0,0,0,0.326599976,0,0,25.78809919,13.44802397,19.13,0,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,14.17941128,5.384902151,5.384902151,0.82
2466,漳州市,芗城区,Fujian,0.2689,0.1531,0.333333333,0.333333333,18.2,18.7,0.2575,4.506058726,0.252092335,0,0,0,0,0,0.171348315,0.005038355,0.161463902,0,0,0,0,0,0,1.850363911,2.398564125,0,0,0,0.219375188,0,0,0,0,0.016161616,0,0,0.067084825,0,1.01E-06,2.63E-05,0.000158673,0,0,3.751156223,4.95783563,11.01182184,0,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,12.12946187,5.625265926,5.625265926,0.91
2467,赣州市,大余县,Jiangxi,0.210021498,0.191371175,0.333333333,0.333333333,18.2,18.7,0.191364336,26.46395853,14.42308913,0,0.59689133,0,0,0,0.746009382,0.140267253,1.19225114,0.032450354,0,0,0.028685706,0,0,5.80195364,4.882702381,0.557918734,0.822785321,32.13703158,7.812362478,0,0.176041418,0,0,0,0.0850049,0.17878729,0.357109961,0.002187479,0,0,0.120169007,0,0,14.88439547,4.971804329,11,1.465,69.51,86.42,86.42,86.42,86.42,86.42,86.42,23.9,86.42,86.42,0,13.58,13.58,13.58,13.58,13.58,13.58,61.4,13.58,13.58,30.49,0,0,0,0,0,0,14.7,0,0,11.25459757,3.928371419,3.928371419,0.91
2468,内江市,隆昌市,Sichuan,0.787062536,0.233339981,0.333333333,0.333333333,18.2,18.7,0.096575078,55.67577445,21.25295999,0.07407252,5.094033511,0,0.243400621,0,7.351226241,6.130129022,2.262556742,11.12132546,0,0.009387707,0.426183379,0,0,9.510589685,1.813692555,0,0,0,18.19521339,0.018200813,3.696763473,0,0.062090167,0,1.663679823,4.030972744,0.333706014,1.702555092,0,0.001,1.60825088,0,0,41.74499173,3.002356529,44.65129697,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,17.07654525,6.629968477,6.629968477,0.74
2469,四平市,双辽市,Jilin,1.844037647,0.126005532,0.333333333,0.333333333,18.2,18.7,2.716583153,156.9163794,23.90227198,0.155922039,129.3754981,0.286308864,0.908320893,0.219501134,7.964665418,0.547346076,13.04128452,0,0,0,0,0,0,1.494187941,0.027022367,0,5.393701265,89.2341712,23.79715604,0.022979701,94.95917322,1.682393876,6.809375318,0.199348534,0.800518359,0.66615155,41.3475406,0,0,0,0,0,0,4.310201209,1.753836709,100,0,9.82,9.82,17.61,9.82,9.82,9.82,9.82,9.82,9.82,9.82,10,52.45,60.83,52.45,52.45,52.45,52.45,52.45,52.45,52.45,80.18,37.73,21.56,37.73,37.73,37.73,37.73,37.73,37.73,37.73,22.09876174,14.67054263,14.67054263,0.67
2470,新乡,封丘县,Henan,2.625224672,0.923622434,0.333333333,0.333333333,18.2,18.7,3.968509535,133.2928972,0,64.38966387,48.54139717,0,0,0.003401663,1.051424659,0,13.45102489,0.396194329,0.459268115,0,0,0,0,17.37857511,2.124396966,0,1.3601923,35.6387072,0,48.8280927,23.60453244,0,0,0,0.141252733,1.992117699,6.139311123,0.089441475,0.050126766,0,0,0,0,60.8489863,4.697054136,61,0,65.47,79.47,84.34,34.41,33.93,1.77,35.53,0,74.77,74.77,3.96,8.38,11.82,51.51,10.38,41.27,8,10.38,10.38,10.38,30.57,12.15,3.84,14.08,55.69,56.96,56.47,89.62,14.85,14.85,20.79408305,13.07223299,13.07223299,0.82
2471,肇庆市,德庆市,Guangdong,0.932031514,0.739822241,0.333333333,0.333333333,18.2,18.7,0.762984367,43.56132178,19.33493639,0,0.590671084,0,0,0,0.416468927,0.454432759,2.512795003,0.028454558,0,0.001805556,0,0,0.001399544,7.237548613,15.24124538,0.6708279,0,0,11.94340345,0,0.261832485,0,0,0,0,0.458842724,0.741989267,0,0,0,0,0,0.000400009,21.40138254,36.40796504,13.969428,0.356222222,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,12.09214628,4.727523158,4.727523158,0.82
2472,沧州,黄骅市,Hebei,0.394627846,0.15019072,0.333333333,0.333333333,18.2,18.7,0.517632201,90.36145633,0,36.82782216,43.7352143,0.4438372,0.054049562,0,1.846244968,0.022412808,0.720953413,0.176211732,0.934336681,0,0,0,0,1.4197942,6.729884754,0.017892929,5.215675476,42.62851209,0.008078224,12.77111645,15.29029767,0.083280543,0.027076809,0,0.360171901,0.413106116,0.299743248,0.043325483,0.159358983,0,0,0,0,10.10646982,10.79104319,50,0,78.72,89.98,76.43,78.72,78.72,18.63,78.72,78.72,78.72,78.72,3.96,8.38,11.82,21.28,10.38,41.27,8,10.38,10.38,10.38,17.32,1.64,11.75,0,10.9,40.1,13.28,10.9,10.9,10.9,28.72741379,18.48624732,18.48624732,0.67
2473,江门市,鹤山市,Guangdong,0.664533404,0.064086942,0.333333333,0.333333333,18.2,18.7,0.695287151,24.69537816,10.21009291,0,0.179877356,0,0,0,0.131023932,0.127754833,0.967090711,0.063322966,0,0,0.0927444,0,0,11.35378672,2.070699417,0.597099555,0,0,5.320178813,0,0.008329325,0,0,0,0,0.177139282,0.2235,0,0,0,0.800130081,0,0,25.68501723,1.330570028,16,0.003,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,13.0306109,6.012948742,6.012948742,0.82
2474,新乡,辉县市,Henan,1.366916984,0.482716251,0.333333333,0.333333333,18.2,18.7,6.396815369,110.2951819,0,49.23855794,49.26196138,0.232822801,0,0.013812813,0.1165329,0,6.567059272,0.050924721,0.001996818,0,0,0,0,7.564815048,3.930290399,0,1.677645387,43.9563676,0,31.78337861,28.32543893,0,0,0,0.02118791,0.257047445,2.253729294,0.011741746,0.00019813,0,0,0,0,46.93198944,9.195291167,57,0,65.47,79.47,84.34,34.41,33.93,1.77,35.53,0,74.77,74.77,3.96,8.38,11.82,51.51,10.38,41.27,8,10.38,10.38,10.38,30.57,12.15,3.84,14.08,55.69,56.96,56.47,89.62,14.85,14.85,18.85502193,12.79602419,12.79602419,0.82
2475,唐山,滦南县,Hebei,1.878732569,0.101993698,0.333333333,0.333333333,18.2,18.7,1.898284814,93.5453314,14.72903318,19.23215495,30.55847714,0,0,0,0.410982796,0.398311151,15.17087366,6.75E-07,0.010996691,0,0,0,0,18.08645905,2.828104058,7.701794502,2.942311777,24.04796344,10.27278115,10.78995794,18.22133962,0,0,0,0.173115845,0.392856621,7.936448805,0,0.033341703,0,0,0.142222222,0,120.7851352,18.24571486,1866,0,78.72,89.98,76.43,78.72,78.72,18.63,78.72,78.72,78.72,78.72,3.96,8.38,11.82,21.28,10.38,41.27,8,10.38,10.38,10.38,17.32,1.64,11.75,0,10.9,40.1,13.28,10.9,10.9,10.9,19.76706583,10.05110133,10.05110133,0.67
2476,渝东北片区,垫江县,Chongqing,1.776845236,0.636200942,0.333333333,0.333333333,18.2,18.7,0.971241675,66.34029092,18.37410974,0.905140595,13.06313332,0,0.451360777,0.127306047,5.821653528,0,2.01375208,7.922055284,0,0.125691095,0.072624881,0,0.238047587,18.79269846,4.629755638,1.638367492,0.700228972,39.17032832,13.43220618,0.295876128,7.283005495,0,0.168914143,0.026039873,1.134406597,8.265954748,0.435304453,1.537990991,0,0.020819832,0.304076919,0,0.0471,48.13504722,6.433111644,43,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,17.09169931,7.820317121,7.820317121,0.74
2477,贺州市,八步区,Guangxi,0.422691624,0.129312759,0.333333333,0.333333333,18.2,18.7,0.579673317,67.66816919,25.56471089,0,2.623499442,0,0,0,0.568208659,0.034681283,3.248313842,0,0.004613201,0,1.693485344,0,0.36976828,24.45154337,12.79418892,0.131678457,0,0,14.99825934,0,1.25045965,0,0,0,0.089671331,0.472008404,0.755610845,0,0.000519652,0,10.16492534,0,0.036580752,65.82010409,11.71707679,64.2313911,2.206,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,10.06939725,4.348631086,4.348631086,0.82
2478,商丘市,柘城县,Henan,1.929160471,1.289215863,0.333333333,0.333333333,18.2,18.7,1.941404552,151.4364033,0.003176388,65.36851377,52.31214872,0,0,1.732271092,3.525858124,0,0.743702686,0.293753876,0.453861126,0,0,0,0.259124579,30.75369189,0.259861906,0,1.082375367,28.35956269,0.002920881,48.55106943,31.00071175,0,0,0,0,0.251520925,0.333211165,0.130711065,0.064368724,0,0,0,0,163.8541875,4.061199744,69,0,65.47,79.47,84.34,34.41,33.93,1.77,35.53,0,74.77,74.77,3.96,8.38,11.82,51.51,10.38,41.27,8,10.38,10.38,10.38,30.57,12.15,3.84,14.08,55.69,56.96,56.47,89.62,14.85,14.85,19.96987206,12.34698842,12.34698842,0.82
2479,绍兴市,嵊州市,Zhejiang,1.189493162,0.254484729,0.333333333,0.333333333,18.2,18.7,0.689467511,37.93270248,13.33368038,1.279648114,1.71117979,0,0,1.22743649,2.821305237,1.709299192,1.420038301,1.042157448,0.050494556,0,0.102429557,0,0.176664998,12.10620253,5.032435597,0.161073826,0.700595624,12.01264732,9.251082994,0.498931369,0.727380454,0,0,0.450924824,0.956417075,1.583254243,0.410285726,0.198189666,0.005219023,0.01515625,0.54057597,0,0.0306,35.88493605,13.60215836,29,0,93.02,100,100,69.8,68.98,68.98,68.98,100,68.98,68.98,5.08,0,0,22.75,22.75,22.75,22.75,0,22.75,22.75,1.9,0,0,7.45,8.27,8.27,8.27,0,8.27,8.27,9.079337426,3.984646116,3.984646116,0.91
2480,黄冈市,浠水县,Hubei,2.22832537,0.26927952,0.333333333,0.333333333,18.2,18.7,1.919769778,96.6044042,32.99322602,1.381517243,1.797814303,0.000233244,0,0.024723844,1.517622107,0.976870402,4.379430009,19.62920613,9.921453338,0,0.138414848,0,0,28.33928472,0.67707777,0.724582339,1.246062515,71.71382333,42.01737609,0.424784215,1.188740481,0,0.000332417,0.00793029,0,0.445958217,1.580360635,4.459471714,0.860525383,0,0.26592044,0,0,77.97925323,0.744209011,44,0,55.69,64.31,41.76,85,56.58,4.86,90,51.34,56.58,56.58,19.32,32.38,33.04,15,33.04,10.6,5,48.66,33.04,33.04,24.99,3.31,25.2,0,10.38,84.54,5,0,10.38,10.38,12.91636455,4.698045886,4.698045886,0.82
2481,渝西片区,长寿区,Chongqing,1.095929634,0.392398534,0.333333333,0.333333333,18.2,18.7,0.599046283,73.04276856,20.10430531,0.990373038,14.29322151,0,0.493863104,0.139293803,6.369848751,0,1.232604227,4.849037241,0,0.074977866,0.024530096,0,0,13.21643575,17.06408669,1.792644147,0,0,14.69704807,0.323737264,7.968808729,0,0.18481992,0.028491914,1.241227842,9.044317267,0.266446955,0.941394035,0,0.012419548,0.102706343,0,0,33.85217725,23.71079239,69.72808159,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,13.17072323,5.226226483,5.226226483,0.74
2482,扬州市,宝应县,Jiangsu,1.804088005,0.43797723,0.333333333,0.333333333,18.2,18.7,1.104135974,132.8648224,64.28607832,54.27047277,0.759397103,0,0,0.225459655,5.31154027,0,0.008308878,3.04606302,0,0,0.002414487,0,0,9.913021302,0.322447869,0.039467914,0.705273807,1.539709819,25.06641027,13.30927726,0.177162724,0,0,0.046569012,0.711768266,0.109021966,0.003749679,0.853167155,0,0,0,0,0,37.93355116,3.386756522,77,0,54.59,67.9,76.41,63.08,63.08,63.08,63.08,82.23,63.08,63.08,12.3,6.16,14.11,19,14.11,19,14.11,17.77,14.11,14.11,33.11,25.94,9.48,17.92,22.81,17.92,22.81,0,22.81,22.81,13.78049994,4.027313959,4.027313959,0.91
2483,衡阳市,祁东县,Hunan,1.128397111,0.332976985,0.333333333,0.333333333,18.2,18.7,0.890816452,137.5998132,72.36875722,0.062949874,2.995627414,0,0.21806574,0.047709391,2.059020272,0.42449649,1.012561136,27.88343978,1.047514454,0,1.005492971,0,1.380284186,26.61641902,2.440598796,1.108457903,1.308868369,55.39689719,42.35340597,0.009151327,2.123481559,0,0.069959422,0.009450024,0.446575732,0.760499885,0.487127026,3.755231911,0.143723298,0,5.431547796,0,0.338177501,90.67111948,4.250032761,39,4.5,64.06,51.92,28.22,57.14,57.14,57.14,55.63,89.63,57.14,57.14,14.88,13.74,44.47,13.74,13.74,13.74,13.74,9.95,13.74,13.74,21.06,34.34,27.31,29.12,29.12,29.12,30.63,0.42,29.12,29.12,12.97003854,4.90355749,4.90355749,0.82
2484,锦州市,义县,Liaoning,0.876324842,0.089726974,0.333333333,0.333333333,18.2,18.7,0.990853091,72.46866385,0,0.015499337,62.26046472,0.078950445,0.227025223,0.048481769,0.412525817,0,15.38023493,0.013477863,0,0,0,0,0,6.734151726,2.491598642,0.599014129,2.513649975,52.13377528,5.529594048,0.010445007,42.13581157,0.04499954,0.306172099,0.058571429,0.3,0.521802423,3.00694237,0.001428571,0,0,0,0.044465818,0,47.00924725,11.00428571,61,0,51.94,51.94,45.5,51.94,51.94,51.94,51.94,51.94,51.94,51.94,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,13.74,13.74,20.18,13.74,13.74,13.74,13.74,13.74,13.74,13.74,17.13993647,8.059412185,8.059412185,0.67
2485,肇庆市,广宁区,Guangdong,1.468362417,0.195534359,0.333333333,0.333333333,18.2,18.7,0.484831423,46.31432782,23.00575595,0,1.174321084,0,0,0,0.663698608,0.655466251,2.71386127,0.030731406,0,0.001805556,0,0,0.030590038,7.128570467,13.61625917,0.6708279,0,0,14.21090918,0,0.520552667,0,0,0,0,0.830215429,0.670490301,0,0,0,0,0,0.003100073,21.28359474,18.40276158,8.590306578,0.356222222,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,11.35668843,4.05581686,4.05581686,0.82
2486,永州市,零陵区,Hunan,1.155846334,0.30696634,0.333333333,0.333333333,18.2,18.7,0.937427977,94.73978846,55.37387048,0,1.608838827,0,0.107184855,0.18953935,1.568990071,0.222582513,1.993806899,8.389512849,0.009610224,0.008449861,0.655778439,0,0.260053542,22.47822899,4.775884476,0.660254052,0,0,35.21541629,0,1.499379858,0,0.058127546,0.118438004,0.512997845,0.6012547,0.406404727,1.550409203,0.000921337,0.002494807,3.878240842,0,0.052384392,78.82720106,13.84237034,47.7776008,3.75,64.06,51.92,28.22,57.14,57.14,57.14,55.63,89.63,57.14,57.14,14.88,13.74,44.47,13.74,13.74,13.74,13.74,9.95,13.74,13.74,21.06,34.34,27.31,29.12,29.12,29.12,30.63,0.42,29.12,29.12,12.81257365,4.938797396,4.938797396,0.82
2487,石家庄,晋州市,Hebei,1.975339386,0.325979859,0.333333333,0.333333333,18.2,18.7,0.870822404,71.50704082,0,23.92541331,26.02038692,0.832119313,0,0.147470079,2.073516716,0.027578372,1.736134875,0.008534421,0,0,0,0,0.000587457,4.506034717,14.7919718,1.246944434,1.686846765,13.78685619,0,16.49691792,17.56869163,0.197050588,0,0,0.339670448,0.056059699,0.63536974,0,0,0,0,0,0,47.33897927,104.355311,41,0,78.72,89.98,76.43,78.72,78.72,18.63,78.72,78.72,78.72,78.72,3.96,8.38,11.82,21.28,10.38,41.27,8,10.38,10.38,10.38,17.32,1.64,11.75,0,10.9,40.1,13.28,10.9,10.9,10.9,20.55521544,10.02437692,10.02437692,0.67
2488,渝东北片区,万州区,Chongqing,1.946320419,0.696881675,0.333333333,0.333333333,18.2,18.7,1.063878534,138.5186376,31.58401114,1.555883308,22.45475585,0,0.775862559,0.218831587,10.00707912,0,1.958176343,7.703421589,0,0.125473533,0.008710598,0,0.568585,41.27723597,29.42960936,2.816257106,0,0,23.08917035,0.508593617,12.51905698,0,0.290353451,0.044761006,1.949978046,14.20868878,0.423290876,1.495545358,0,0.020783795,0.036470857,0,0.1125,105.7262589,40.89286292,102.9672532,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,13.77575788,6.184985199,6.184985199,0.74
2489,绵阳市,安州区,Sichuan,1.205636248,0.169683635,0.333333333,0.333333333,18.2,18.7,0.26080275,62.4982339,22.77218447,7.379155555,4.99155957,0,0,0,0.131993048,0.699951889,0.309971508,14.68019473,0,0,0.048368356,0,0,10.96664649,0.960172842,0,0,0,18.27525924,3.137202698,3.330920583,0,0,0,0.033487765,0.524756521,0.1546,3.8011,0,0,0.144836629,0,0,34.35079558,1.482620652,40.31305829,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,11.72585559,4.623461997,4.623461997,0.74
2490,南充市,南部县,Sichuan,0.168649117,1.000513873,0.333333333,0.333333333,18.2,18.7,0.995774123,120.2163767,20.48268622,25.66570257,24.22699686,0,0,0,5.858024872,10.2682817,9.551065707,14.08301361,0.02265035,0.01202401,0.310457355,0,0.014185519,20.05631354,5.074064932,0,4.485641124,102.5879363,13.08055252,10.07000627,15.58134208,0,0,0,1.805619596,7.260934163,2.411919477,4.827909326,0.001477578,0.005882276,1.095797255,0,0.00405893,62.82233384,7.834957552,61,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,17.30455076,10.77462739,10.77462739,0.74
2491,烟台,莱山区,Shandong,0.050054529,0.013605408,0.333333333,0.333333333,18.2,18.7,0.100320808,4.007954934,0,0.617004459,0.923997249,0.004000379,0,0,0.029368488,0.056048686,1.204959159,0,0.004667498,0,0,0,0,0.613983286,1.787985188,0.000268189,0,0,0.020923701,0.195399982,0.496900085,0.001300078,0,0.005253094,0.004399943,0.123300244,0.3634,6.67E-06,0.000546667,0,0,0,0,2.7877,3.6977,8.804695789,0,74.15,83.68,83.31,0.9,38,15.23,1.1,38,81.16,81.16,3.96,8.38,11.82,51.51,10.38,41.27,8,10.38,10.38,10.38,21.89,7.94,4.87,47.59,51.62,43.5,90.9,51.62,8.46,8.46,13.07563882,5.708269346,5.708269346,0.91
2492,自贡市,富顺县,Sichuan,1.140455914,0.830030786,0.333333333,0.333333333,18.2,18.7,0.366685064,96.67219835,32.89997609,0.709223097,10.672571,0,9.949534162,0,16.04698917,8.897921713,2.607760298,17.98123852,0,0.000166449,0.407194067,0,0,11.24730606,1.736779519,2.132287677,2.883896398,65.95556168,30.69570772,0.177782945,7.707075885,0,5.667179442,0,4.397522319,8.884261111,0.626,3.9791,0,0.00005,1.232051844,0,0,48.32213566,10.40960531,53,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,19.52055399,7.485141327,7.485141327,0.74
2493,泸州市,合江县,Sichuan,0.495850397,0.207857457,0.333333333,0.333333333,18.2,18.7,0.500989474,90.52267261,32.89755358,0.285623318,23.49949678,0,0,0,8.781042295,13.97372376,1.676621317,4.466622262,0,0,0,0,0.136599692,12.34810558,2.914947638,0,4.226813252,96.66846643,28.5490479,0.11369762,20.73178378,0,0,0,1.737942855,11.51405848,0.182688808,0.687394076,0,0,0,0,0.029708912,36.10571798,4.353717062,39,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,19.72231317,8.488934573,8.488934573,0.74
2494,广州,花都区,Guangdong,0.406156291,0.028007804,0.333333333,0.333333333,18.2,18.7,0.838239251,24.34497018,1.076634349,0,0.895853049,0,0,0,0.045404703,0.058758243,0.275018245,0.019635424,0,0,0.026172557,0,0,18.15572591,4.055986008,0.056204636,0,0,0.558076798,0,0.390035673,0,0,0,0,0.102164981,0.4399,0,0,0,0.320541549,0,0,44.82709859,2.2470287,22.4141448,0.016,77.43,64.08,39.49,67.93,76.18,64.08,49.59,64.08,64.08,64.08,20.41,15.3,15.3,30.95,15.3,15.3,32.92,15.3,15.3,15.3,2.16,20.62,45.21,1.12,8.52,20.62,17.49,20.62,20.62,20.62,8.394294951,5.686553333,5.686553333,0.82
2495,沈阳市,法库县,Liaoning,0.948722165,0.141859839,0.333333333,0.333333333,18.2,18.7,2.69398255,112.1242193,3.002258539,0.184048562,98.93070788,0,0.374228004,0.016509169,2.64541936,1.151,7.14896441,0.007970212,0,0,0,0,0,6.345113427,1.160561363,0.951822189,2.371005644,49.17529357,2.980396028,0.036787612,56.25636977,0.087450991,0.156011155,0.220247934,0.345538343,0.939731464,1.805201672,0.000892857,0,0,0,0,0,22.05743199,5.168137061,106,0,51.94,51.94,45.5,51.94,51.94,51.94,51.94,51.94,51.94,51.94,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,34.32,13.74,13.74,20.18,13.74,13.74,13.74,13.74,13.74,13.74,13.74,15.62085122,8.567265809,8.567265809,0.67
2496,达州市,达川区,Sichuan,1.654910292,0.482690648,0.333333333,0.333333333,18.2,18.7,0.531848013,146.0087521,41.00666972,9.145650719,42.46599975,0,0,0,6.464346094,12.84571181,1.827162488,20.62853575,0,2.358197598,0,0,0,14.22485215,3.333134647,0,0,0,29.83513809,3.364469105,10.38877836,0,0,0,1.352447868,9.194932304,0.403,5.4991,0,0.425542857,0,0,0,44.55646391,5.146754885,110.4315938,0,63.64,40.55,42.36,45.75,49.43,48.01,48.01,31.85,15,5,9.73,31.01,31.22,8,15.89,22.11,22.11,59.98,23.47,76.66,26.63,28.44,26.42,46.25,34.68,29.88,29.88,8.17,61.53,18.34,18.59149025,6.980191675,6.980191675,0.74
